tablet_num	subject	relation_type	object	subject_tag	object_tag
P108193	ab-ba-kal-la	dumu	szesz-a-ni	PN	N
P108194	lu2-{d}szara2	dumu	lu2-a2-zi-da	PN	PN
P108196	1(barig)	dam	a-kal-la	NU	PN
P108196	1(barig)	dumu	lugal-inim-gi-na	NU	PN
P108196	1(barig)	dam	...	NU	PN
P108196	1(barig)	dam	ur-x-x	NU	PN
P108203	ur-{d}suen	dumu	...-kal-la	PN	PN
P108203	lugal-ma2-gur8-re	dumu	ba-a-sa6-ga	PN	PN
P108203	a2-ta	dumu	ur-{d}dumu-zi-da	PN	PN
P108207	ur-{d}suen	dumu	ur-...	PN	PN
P108208	dub-sar	dumu	ur-nigar{gar}	N	PN
P108209	ur-ge6-par4	dumu	lugal-{gesz}gigir-re	PN	PN
P108215	x-x	dumu	lugal-...	PN	PN
P108220	gur8-za-an-x	dumu	x-la-x	PN	PN
P108221	kikken	dumu	ur-gesz-...	N	PN
P108223	gur8-za-an-x	dumu	x-x	PN	PN
P108224	dub-sar	dumu	ur-x-x	N	PN
P108226	dub-sar	dumu	lu2-ga	N	PN
P108229	mu	dumu	lugal	N	N
P108230	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P108237	ur-{d}szara2	dumu	ur-x-x	PN	PN
P108238	dub-sar	dumu	lugal-sa6-ga	N	PN
P108241	sila3	dam	lugal-mas-su2	N	PN
P108244	dub-sar	dumu	nam-ha-ni	N	N
P108245	ur-esz3-ku3-ga	dumu	{d}utu-bar-ra	PN	PN
P108245	ur-{d}ba-ba6	dumu	szesz-kal-la	PN	PN
P108245	ur-{d}ig-alim	dumu	nin9-a-mu-gi4	PN	PN
P108245	szesz-...	dumu	usz-...	PN	PN
P108245	ur-{d}x	dumu	lu2-{d}nin-gir2-su	PN	PN
P108245	lu2-{d}x	dumu	ha-la-{d}ba-ba6	PN	PN
P108246	...	dumu	e2-...	PN	PN
P108248	...	dumu	e2-...	PN	PN
P108249	dub-sar	dumu	da-da-ga	N	PN
P108250	szesz-kal-la	dumu	lugal-ma2-gur8-re	PN	PN
P108250	dub-sar	dumu	lugal-ma2-gur8-re	N	PN
P108253	dub-sar	dumu	lu2-sa6-ga	N	PN
P108254	dub-sar	dumu	ur2-ra-dingir	N	PN
P108257	dub-sar	dumu	lugal-banda3{da}	N	PN
P108258	dub-sar	dumu	lugal-sa6-ga	N	PN
P108259	lu2-{d}szara2	dumu	lu2-a2-zi-da	PN	PN
P108260	dub-sar	dumu	da-a-gi4	N	PN
P108261	lu2	ama	bala-a	N	N
P108261	dub-sar	dumu	lugal-sa6-ga	N	PN
P108262	dub-sar	dumu	ur-ab-ba	N	PN
P108263	dub-sar	dumu	ur-ab-ba	N	PN
P108264	dub-sar	dumu	ur-...	N	PN
P108265	dub-sar	dumu	lugal-gaba-x	N	PN
P108266	gi	dam	gi	N	N
P108266	dub-sar	dumu	lugal-...	N	PN
P108267	dingir-sag-he2-x	dumu	...	PN	PN
P108268	dub-sar	dumu	ur-{d}szara2	N	PN
P108269	dub-sar	dumu	da-da	N	PN
P108273	dub-sar	dumu	lugal-iti-da	N	PN
P108274	dub-sar	dumu	du11-ga	N	PN
P108276	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P108284	ka-ku3	dumu	lugal-i3-sa6	PN	PN
P108288	dub-sar	dumu	ur-nigar{gar}	N	PN
P108289	dub-sar	dumu	ur-e11-e	N	PN
P108289	dub-sar	dumu	ur-{d}szara2	N	PN
P108293	dub-sar	dumu	lugal-ga	N	PN
P108299	dub-sar	dumu	lu2-ga	N	PN
P108301	dub-sar	dumu	lugal-sa6-ga	N	PN
P108304	a-lu5-lu5	dumu	inim-{d}szara2	N	PN
P108307	dub-sar	dumu	ur-{d}szara2	N	PN
P108308	dub-sar	dumu	lugal-sa6-ga	N	PN
P108309	dub-sar	dumu	ba-sa6	N	PN
P108313	dub-sar	dumu	lu2-ga	N	PN
P108378	dub-sar	dumu	...	N	PN
P108379	dub-sar	dumu	ur-{d}szara2	N	PN
P108381	dub-sar	dumu	ur-...	N	PN
P108384	dub-sar	dumu	lu2-...	N	PN
P108387	szesz-tab-ba	dumu	lu2-{d}szara2	PN	PN
P108387	lu2-{d}inanna	dumu	lu2-eb-gal	PN	PN
P108387	al-ba-ni-du11	dumu	da-mu	PN	PN
P108387	ur-mes	dumu	ur-gu2-edin-na	PN	PN
P108387	lu2-{d}utu	dumu	gu-u2-gu	PN	PN
P108387	x	dumu	lugal-me-KA	N	PN
P108387	ur-{d}pa4-mu-DU	dumu	lugal-iti-da	PN	PN
P108387	ur-{d}da-mu	dumu	ur-am3-ma	PN	PN
P108387	bar-ku3-ge	dumu	{d}szara2-kam	PN	PN
P108387	ARAD2	dumu	ad-da	N	PN
P108387	szesz-kal-la	dumu	hu-un-sa6-(x)	PN	PN
P108388	ur-{d}lamma	dumu	ur-nig2	RN	PN
P108388	ur-{d}lamma	dumu	ur-nu	RN	PN
P108388	ur-{d}lamma	dumu	ur-nig2	RN	PN
P108388	ur-{d}lamma	dumu	lu2-{d}nin-gir2-su-ta	RN	PN
P108388	1(u)	dumu	ba-usz2	NU	V
P108388	3(disz)	dumu	ba-usz2	NU	V
P108388	lu2-{d}nin-gir2-su	dumu	lugal-erin2	PN	PN
P108388	ur-{d}nansze	dumu	ensi2-ta	PN	N
P108388	3(disz)	dumu	ba-usz2	NU	V
P108388	ta	dumu	ensi2-ta	DET	N
P108388	ur-{d}lamma	dumu	ur-nu	RN	PN
P108388	1(disz)	dumu	ba-usz2	NU	V
P108388	2(disz)	dumu	ba-usz2	NU	V
P108388	1(u)	dumu	ba-usz2	NU	V
P108388	3(disz)	dumu	ba-usz2	NU	V
P108388	ur-{d}lamma	dumu	lu2-{d}nin-gir2-su-ta	RN	PN
P108388	ur-{d}ba-ba6	dumu	ur-sa6-ga	PN	PN
P108388	ur-{d}...	dumu	lu2-{d}...	PN	PN
P108388	ur-gu-la	dumu	du11-ga-zi-da	PN	PN
P108388	ur-sa6-ga	dumu	ur-gu-la	PN	PN
P108388	1(u)	dumu	ba-usz2	NU	V
P108388	3(disz)	dumu	ba-usz2	NU	V
P108388	3(disz)	dumu	ba-usz2	NU	V
P108388	ur-{d}lamma	dumu	ur-nu	RN	PN
P108388	ur-{d}lamma	dumu	ur-nig2	RN	PN
P108388	ku5-da	dumu	du11-ga-zi-da	V	PN
P108388	1(disz)	dumu	ba-usz2	NU	V
P108388	ur-sa6-ga	dumu	ur-gu-la	PN	PN
P108388	1(disz)-sze3	dumu	ba-usz2	NU	V
P108388	ur-{d}nansze	dumu	ur-{d}ig-alim	PN	PN
P108388	lu2-giri17-zal	dumu	ur-{d}nin-zu	PN	PN
P108388	1(disz)	dumu	ba-usz2	NU	V
P108388	ur-kisal	dumu	ur-{d}nun-gal	PN	PN
P108390	ur-{d}lamma	dumu	lu2-dingir-ra-ta	RN	PN
P108392	engar	dumu	nin-banda3	N	PN
P108393	ur-{d}lamma	dumu	ur-nig2	RN	PN
P108393	nam-mah	dumu	ur-{gesz}gigir	PN	PN
P108393	gur	dumu	dab5-ba	N	V
P108393	ur-{d}lamma	dumu	ur-nig2	RN	PN
P108393	ur-{d}lamma	dumu	ur-nig2	RN	PN
P108394	ur-{d}ba-ba6	dumu	masz-gu-la-me	PN	N
P108394	lugal-eridu{ki}-sze3	dumu	lu2-{d}ba-ba6-me	PN	PN
P108394	a-hu-a	dumu	usz-bar	PN	N
P108394	lugal-gurum2	dumu	lu2-{d}nin-szubur-me	PN	PN
P108394	ku5-da	dumu	masz-gu-la	V	N
P108394	ur-{d}ig-alim	dumu	ur-tur-ra-me	PN	PN
P108394	lu2-{d}nin-szubur	dumu	a2-zi-da	PN	PN
P108394	1(asz)	ama	ur-{d}ba-ba6	NU	PN
P108394	lugal-ezem	dumu	ur-{gesz}gigir-me	PN	PN
P108394	ne-sag-ga2	dumu	{d}en-sig-nun-palil	PN	PN
P108394	kikken2	dumu	nin-tur-ra	N	PN
P108394	amar-ku5	dumu	ur-{gesz}x-tul2-ki	N	PN
P108396	kal-la	dumu	ur-ga2-da	PN	PN
P108396	kal-la	dumu	lu5-u2-kam	PN	PN
P108397	ur-{d}gilgamesx(|BIL3.GA.MES|)	dumu	al-la	PN	V
P108397	al-la	dumu	lu2-{d}utu	V	PN
P108400	ur-mes	dumu	lugal-sza3-la2	PN	PN
P108400	ur-{d}nin-gesz-zi-da	dumu	um-mi-a	PN	N
P108401	lu2-giri17-zal	dumu	ur-...	PN	PN
P108401	lu2-giri17-zal	dumu	ur-{d}en-ki	PN	PN
P108403	ur-ba-gara2	dumu	ur-{d}suen-ta	PN	PN
P108403	ba-zi	dumu	na-silim	V	PN
P108404	ur-{d}lamma	dumu	nam-mah	RN	PN
P108407	ur-{d}lamma	dumu	nam-mah	RN	PN
P108416	udu	dam	lu2-giri17-zal	N	PN
P108416	na-gada	nin	nig2-ka9	N	N
P108417	ab-ba-mu	dumu	ur-tar	PN	PN
P108417	kal-la	dumu	ur-ga2-da	PN	PN
P108418	ur-{d}ba-ba6	dumu	{d}utu-mu	PN	PN
P108418	ba-zi	dumu	na-silim	V	PN
P108420	kal-la	dumu	bu3-u2-kam	PN	PN
P108421	dub-sar	dumu	ba-a-da	N	PN
P108421	dub-sar	dumu	ur-ba-gara2	N	PN
P108424	engar	dumu	gu4-gur	N	N
P108448	ur-{d}lamma	dumu	me-luh-ha	RN	N
P108448	ur-e2-ninnu	dumu	du-du	PN	PN
P108448	ur-{d}lamma	dumu	me-luh-ha-sze3	RN	PN
P108450	ma-an-szum2	dumu	ur-{d}suen	PN	PN
P108452	ur-{d}ba-ba6	dumu	ug3-IL2	PN	PN
P108456	ur-{d}ba-ba6	dumu	u18-lal3-ta	PN	V
P108459	lu2-{d}nin-gir2-su	dumu	ARAD2-mu-ta	PN	PN
P108461	lu2-{d}nin-gir2-su	dumu	lu2-{d}ab	PN	PN
P108462	lu2-{d}gesz-bar-e3-da	dumu	ba-ba-mu	PN	PN
P108462	lu2-{d}nin-szubur	dumu	esz-am3	PN	PN
P108466	ur-{d}ba-ba6	dumu	ug3-IL2-ta	PN	PN
P108466	nig2-u2-rum	dumu	ki-tusz-lu2-ta	PN	PN
P108466	ur-e2-ninnu	dumu	al-la-mu-ta	PN	PN
P108466	nam-ha-ni	dumu	hu-wa-wa-ta	N	PN
P108466	ur-{d}ba-ba6	dumu	szabra-e2-ta	PN	PN
P108466	ur-{d}lamma	dumu	{d}utu-mu-ta	RN	PN
P108466	nig2-{d}ba-ba6	dumu	i3-ba	PN	N
P108466	ur-{d}ig-alim	dumu	sza3-da-nu-szar2-ta	PN	PN
P108466	ur-{d}ba-ba6	dumu	szabra-e2	PN	PN
P108466	ur-nigar{gar}	dumu	ba-a-ta	PN	V
P108466	ur-{d}ba-ba6	dumu	szabra-e2	PN	PN
P108466	ur-{d}nansze	dumu	ur-{d}ig-alim-ta	PN	PN
P108466	ab-ba-kal-la	dumu	ur-ku3-nun	PN	PN
P108466	ki-ag2	dumu	lugal-ku3-ga-ni	PN	PN
P108466	ur-{d}ba-ba6	dumu	szabra-e2	PN	PN
P108466	lu2-{d}ba-ba6	dumu	lu2-{d}utu-ta	PN	PN
P108466	ur-{d}ba-ba6	dumu	szabra-e2	PN	PN
P108466	nu-banda3	dumu	a-tu	N	PN
P108466	nu-banda3	dumu	a-tu	N	PN
P108466	lu2-lagasz{ki}	dumu	ba-a	PN	PN
P108466	lu2-dingir-ra	dumu	a-ba-szu-na	PN	PN
P108466	a-ab-ba	dumu	nigar{gar}-ki-du10	V	PN
P108466	ur-{d}ba-ba6	dumu	szabra-e2	PN	PN
P108466	nu-banda3	dumu	a-tu	N	PN
P108466	ur-{d}nansze	dumu	lu2-du10-ga-ta	PN	PN
P108466	ab-ba-mu	dumu	da-da-kal-la	PN	PN
P108466	{d}nansze-ma-an-szum2	dumu	lu2-{d}ba-ba6-sze3	PN	PN
P108466	nimgir-ki-ag2	dumu	da-da-kal-la	PN	PN
P108466	ur-{d}nin-zu	dumu	nam-mah	PN	PN
P108466	ur-{d}nun-gal	dumu	ensi2	PN	N
P108466	ugula	dumu	egir	N	PN
P108466	i3-gal2	dumu	egir	V	PN
P108466	i3-gal2	dumu	egir	V	PN
P108466	ur-{d}ba-ba6	dumu	szabra-e2	PN	PN
P108466	ur-{d}ba-ba6	dumu	szabra-e2	PN	PN
P108466	ur-{d}ba-ba6	dumu	ug3-IL2	PN	PN
P108466	lu2-{d}na-ru2-a	dumu	banda3{da}	PN	N
P108466	lu2-{d}na-ru2-a	dumu	banda3{da}	PN	N
P108466	ur-{d}ba-ba6	dumu	ug3-IL2	PN	PN
P108466	lu2-nina{ki}	dumu	ur-{d}nansze	PN	PN
P108466	ur-{d}ba-ba6	dumu	szabra-e2	PN	PN
P108466	ur-{d}ba-ba6	dumu	szabra-e2	PN	PN
P108466	ur-nigar{gar}	dumu	ur-{d}nunuz-kad5{muszen}	PN	PN
P108466	ku-li	dumu	ki-ag2-mu	PN	PN
P108466	ur-{d}nansze	dumu	na-ba-sa6	PN	PN
P108466	ur-{d}nansze	dumu	na-ba-sa6	PN	PN
P108466	ur-{d}nansze	dumu	lu2-du10-ga	PN	PN
P108466	ku-li	dumu	ki-ag2-mu	PN	PN
P108466	ab-ba-kal-la	dumu	ur-ku3-nun	PN	PN
P108466	ki-ag2	dumu	lugal-ku3-ga-ni	PN	PN
P108466	ur-{d}lamma	dumu	lu2-dingir-ra	RN	PN
P108466	ur-{d}nin-x	dumu	nam-mah	PN	PN
P108466	nu-banda3	dumu	a-tu	N	PN
P108466	ur-{d}nansze	dumu	na-ba-sa6	PN	PN
P108466	ur-{d}nansze	dumu	na-ba-sa6	PN	PN
P108466	ur-{d}nansze	dumu	lu2-du10-ga	PN	PN
P108466	lu2-bi-mu	dumu	ur-{d}ig-alim	PN	PN
P108467	2(disz)	dumu	1(ban2)	NU	NU
P108467	7(disz)	dumu	1(ban2)-ta	NU	NU
P108467	5(disz)	dumu	1(ban2)	NU	NU
P108467	7(disz)	dumu	1(ban2)-ta	NU	NU
P108467	3(disz)	dumu	1(ban2)	NU	NU
P108467	1(disz)	dumu	1(disz)-ta	NU	NU
P108467	8(disz)	dumu	1(ban2)	NU	NU
P108467	6(disz)	dumu	1(ban2)-ta	NU	NU
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108467	4(disz)	dumu	1(ban2)-ta	NU	NU
P108467	3(disz)	dumu	1(ban2)-ta	NU	NU
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108467	1(disz)	dumu	2(ban2)	NU	NU
P108467	2(disz)	dumu	1(ban2)	NU	NU
P108467	4(disz)	dumu	1(ban2)-ta	NU	NU
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108467	1(disz)	dumu	2(ban2)	NU	NU
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108467	3(disz)	dumu	1(ban2)-ta	NU	NU
P108467	lu2-{d}na-ru2-a	dumu	ur-sa6-ga	PN	PN
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108467	3(disz)	dumu	1(ban2)-ta	NU	NU
P108467	2(disz)	dumu	1(ban2)-ta	NU	NU
P108467	1(disz)	dumu	2(ban2)	NU	NU
P108467	6(disz)	dumu	1(ban2)	NU	NU
P108467	8(disz)	dumu	1(ban2)-ta	NU	NU
P108467	3(disz)	dumu	1(ban2)	NU	NU
P108467	5(disz)	dumu	1(ban2)-ta	NU	NU
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108467	2(disz)	dumu	2(ban2)-ta	NU	NU
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108467	1(u)	dumu	1(ban2)-ta	NU	NU
P108467	1(disz)	dumu	2(ban2)	NU	NU
P108467	2(disz)	dumu	1(ban2)	NU	NU
P108467	4(disz)	dumu	1(ban2)-ta	NU	NU
P108467	2(disz)	dumu	1(ban2)	NU	NU
P108467	2(disz)	dumu	1(ban2)-ta	NU	NU
P108467	1(disz)	dumu	1(ban2)	NU	NU
P108468	ur-{d}lamma	dumu	ur-mes-ta	RN	PN
P108468	lu2-{d}na-ru2-a	dumu	ur-{d}ba-ba6	PN	PN
P108468	lu2-{d}na-ru2-a	dumu	ur-{d}ba-ba6	PN	PN
P108468	ur-sa6-ga	dumu	lugal-igi	PN	PN
P108468	ab-ba-iri	dumu	lu2-gir2-nun	N	PN
P108468	ur-{d}nansze	dumu	na-ba-sa6	PN	PN
P108468	ur-{d}nansze	dumu	na-ba-sa6	PN	PN
P108468	ur-{d}nansze	dumu	na-ba-sa6	PN	PN
P108468	ur-nigar{gar}	dumu	ba-a	PN	PN
P108468	ur-e2-ninnu	dumu	al-la-mu	PN	PN
P108468	ur-{d}ba-ba6	dumu	ug3-IL2	PN	PN
P108468	ur-{d}ba-ba6	dumu	a-tu	PN	PN
P108468	lugal-iri-da	dumu	nig2-u2-rum	PN	PN
P108468	nig2-u2-rum	dumu	ki-tusz-lu2	PN	PN
P108468	ur-{d}lamma	dumu	lu2-dingir-ra	RN	PN
P108468	ur-{d}ba-ba6	dumu	szabra-e2	PN	PN
P108468	nig2-{d}ba-ba6	dumu	i3-ba	PN	N
P108468	gur	dumu	lu2-du10-ga	N	PN
P108468	nig2-{d}ba-ba6	dumu	i3-ba	PN	N
P108468	ur-nigar{gar}	dumu	ba-a	PN	PN
P108468	ur-{d}ba-ba6	dumu	ug3-IL2	PN	PN
P108468	ur-{d}lamma	dumu	{d}utu-mu	RN	PN
P108468	ur-mes	dumu	ur-nig2	PN	PN
P108470	i-ta-e3-a	dumu	lu2-du10-ga-ta	PN	PN
P108470	ur-sa6-ga	dumu	lu2-szu-gal	PN	PN
P108470	ur-sa6-ga	dumu	lu2-szu-gal	PN	PN
P108470	ARAD2-mu	dumu	he2-na-sa6	PN	PN
P108470	ur-{d}nansze	dumu	nam-mah	PN	PN
P108470	ur-mes	dumu	{d}ba-ba6-GIR2@g-gal	PN	PN
P108470	ur-mes	dumu	{d}ba-ba6-GIR2@g-gal	PN	PN
P108470	ur-nigar{gar}	dumu	ug3-IL2	PN	PN
P108470	ur-nigar{gar}	dumu	ur-sukkal	PN	PN
P108470	lu2-{d}nin-gir2-su	dumu	ba-zi	PN	V
P108470	ur-{d}lamma	dumu	erin2-da	RN	PN
P108470	lu2-{d}ba-ba6	dumu	ba-lu5	PN	PN
P108470	ur-dun	dumu	ur-{d}utu	PN	PN
P108470	ur-sa6-ga	dumu	lu2-szu-gal	PN	PN
P108470	ur-nig2	dumu	lu2-eb	PN	PN
P108470	ur-{d}nansze	dumu	ur-e2-an-na	PN	PN
P108470	ur-sa6-ga	dumu	lu2-szu-gal	PN	PN
P108470	ur-dun	dumu	ur-{d}utu	PN	PN
P108470	lu2-{d}na-ru2-a	dumu	ur-sa6-ga	PN	PN
P108470	ur-{d}nin-gesz-zi-da	dumu	ur-{d}ba-ba6	PN	PN
P108470	ur-{d}hendur-sag	dumu	ur-ba-gara2	PN	PN
P108471	ur-nigar{gar}	dumu	lu2-{d}nansze	PN	PN
P108471	ur-{d}ba-ba6	dumu	i-di3-a	PN	PN
P108471	lu2-{d}na-ru2-a	dumu	geme2-{d}lamma	PN	PN
P108471	ur-{d}nin-gesz-zi-da	dumu	geme2-ba	PN	PN
P108471	da-da	dumu	ur-{d}lamma	PN	RN
P108471	ur-{d}lamma	dumu	sze-bi	RN	N
P108471	ur-{d}nin-gesz-zi-da	dumu	{d}nin-mar{ki}-i3-sa6	PN	PN
P108471	ur-{d}ba-ba6	dumu	ur-sa6-ga	PN	PN
P108471	ba-sa6-ga	dumu	{d}nin-mar{ki}-ka	PN	PN
P108471	ur-nigar{gar}	dumu	ur-sukkal	PN	PN
P108473	lu2-gu-la	dumu	ur-{d}igi-zi-bar-ra-ta	PN	PN
P108473	ur-nig2	dumu	lu2-eb-ta	PN	PN
P108473	ur-nigar{gar}	dumu	ur-sukkal	PN	PN
P108473	ur-mes	dumu	{d}ba-ba6-GIR2@g-gal	PN	PN
P108473	lu2-gu-la	dumu	ur-{d}igi-zi-bar-ra	PN	PN
P108473	ur-nig2	dumu	lu2-eb	PN	PN
P108473	lu2-{d}nin-gir2-su	dumu	ba-zi	PN	V
P108473	ur-{d}ig-alim	dumu	ur-nigar{gar}	PN	PN
P108473	ur-nigar{gar}	dumu	ug3-IL2	PN	PN
P108473	ur-mes	dumu	{d}ba-ba6-GIR2@g-gal	PN	PN
P108473	ur-{d}nansze	dumu	ur-e2-an-na	PN	PN
P108473	lu2-{d}ba-ba6	dumu	ba-lu5	PN	PN
P108473	lu2-{d}na-ru2-a	dumu	na-ba-sa6	PN	PN
P108473	lu2-gu-la	dumu	uszum-mu2-a	PN	PN
P108473	ur-nigar{gar}	dumu	ur-ba-gara2	PN	PN
P108473	ur-szu-ga-lam-ma	dumu	da-da	PN	PN
P108473	ur-dun	dumu	ur-{d}utu	PN	PN
P108473	ur-nig2	dumu	lu2-szu-gal	PN	PN
P108473	lu2-{d}ba-ba6	dumu	ba-lu5	PN	PN
P108474	na-ba-sa6	dumu	a-tu-ta	PN	PN
P108474	ur-{d}nansze	dumu	ur-{d}ba-ba6-ta	PN	PN
P108474	ur-{d}nansze	dumu	nam-mah	PN	PN
P108474	ur-mes	dumu	{d}ba-ba6-GIR2@g-gal	PN	PN
P108474	ur-nigar{gar}	dumu	ur-sukkal	PN	PN
P108474	ur-mes	dumu	{d}ba-ba6-GIR2@g-gal	PN	PN
P108474	ur-nigar{gar}	dumu	ug3-IL2	PN	PN
P108474	ur-nigar{gar}	dumu	ur-sukkal	PN	PN
P108474	ur-nigar{gar}	dumu	lu2-{d}nansze-sze3	PN	PN
P108474	ur-{d}nansze	dumu	ur-e2-an-na	PN	PN
P108474	lu2-{d}nin-gir2-su	dumu	ba-zi	PN	V
P108474	geme2	dumu	kiszib3	N	N
P108474	gu3-de2-a	dumu	ur-{d}utu	PN	PN
P108474	ur-{d}lamma	dumu	erin-da	RN	PN
P108474	ur-{d}lamma	dumu	erin2-da	RN	PN
P108475	ur-{d}ba-ba6	dumu	na-silim	PN	PN
P108475	ur-{d}ba-ba6	dumu	na-silim	PN	PN
P108475	ur-{d}suen	dumu	lu2-kal-la-ta	PN	PN
P108475	ur-{d}ba-ba6	dumu	na-silim	PN	PN
P108475	gu3-de2-a	dumu	ur-{d}utu-ta	PN	PN
P108475	ab-ba-mu	dumu	ba-a-ta	PN	V
P108475	ur-{d}ba-ba6	dumu	na-silim	PN	PN
P108475	ab-ba-mu	dumu	ba-a-ta	PN	V
P108475	lu2-{d}nin-gir2-su	dumu	ur-nig2	PN	PN
P108475	lugal-a2-zi-da	dumu	nibru{ki}	PN	SN
P108475	lu2-dingir-ra	dumu	lugal-sa6-ga	PN	PN
P108475	nam-ha-ni	dumu	hu-wa-wa	N	PN
P108475	lu2-dingir-ra	dumu	lugal-sa6-ga	PN	PN
P108475	nam-ha-ni	dumu	hu-wa-wa	N	PN
P108475	ur-{d}ba-ba6	dumu	szesz-tur-tur	PN	PN
P108476	ur-{d}ig-alim	dumu	ur-{d}ba-ba6-ta	PN	PN
P108476	lu2-lagasz{ki}	dumu	si-du3	PN	PN
P108476	gu3-de2-a	dumu	ug3-IL2	PN	PN
P108476	lu2-lagasz{ki}	dumu	si-du3	PN	PN
P108476	gu3-de2-a	dumu	lu2-{d}en-lil2-la2	PN	PN
P108476	gu3-de2-a	dumu	ug3-IL2	PN	PN
P108476	ur-{d}ig-alim	dumu	ur-{d}ba-ba6	PN	PN
P108476	gu3-de2-a	dumu	ug3-IL2-ta	PN	PN
P108476	gu3-de2-a	dumu	ug3-IL2-ta	PN	PN
P108476	ur-{d}ig-alim	dumu	ur-{d}ba-ba6-ta	PN	PN
P108476	gu3-de2-a	dumu	ug3-IL2-ta	PN	PN
P108476	gu3-de2-a	dumu	lu2-{d}en-lil2-la2	PN	PN
P108476	ur-{d}ig-alim	dumu	ur-{d}ba-ba6	PN	PN
P108477	lu2-{d}nin-gir2-su	dumu	i3-kal-la	PN	PN
P108477	ur-{d}ba-ba6	dumu	ba-zi	PN	V
P108477	ur-{d}ba-ba6	dumu	igi-zi	PN	PN
P108477	ur-{d}ba-ba6	dumu	ur-szul	PN	PN
P108477	ur-{d}nansze	dumu	lu2-du10-ga	PN	PN
P108477	ur-{d}ba-ba6	dumu	ba-zi	PN	V
P108477	ur-szu-ga-lam-ma	dumu	nam-mah	PN	PN
P108477	ku-li	dumu	ki-ag2-mu	PN	PN
P108477	ur-{d}ba-ba6	dumu	ba-zi	PN	V
P108477	ur-ba-gara2	dumu	gu2-u3-a	PN	PN
P108477	ur-{d}ba-ba6	dumu	ba-zi	PN	V
P108477	na-ba-sa6	dumu	a-tu	PN	PN
P108477	ur-{d}ba-ba6	dumu	ba-zi	PN	V
P108477	ur-{d}nansze	dumu	ur-{d}ba-ba6	PN	PN
P108477	ar3-ra	dumu	dab5-ba	V	V
P108477	ur-{d}nansze	dumu	x-du10-ga	PN	PN
P108477	ur-{d}ba-ba6	dumu	ba-zi	PN	V
P108477	2(disz)	dumu	sag	NU	N
P108477	ur-{d}nansze	dumu	lu2-du10-ga	PN	PN
P108477	lu2-dingir-ra	dumu	lu2-{d}ba-ba6	PN	PN
P108477	ku5-da	dumu	sanga	V	N
P108477	i3-kal-la	dumu	ur-{d}lamma	PN	RN
P108477	ku-li	dumu	ag2-mu	PN	V
P108477	ur-{d}ba-ba6	dumu	ba-zi	PN	V
P108477	ur-sa6-ga	dumu	lugal-x	PN	PN
P108477	ur-{d}ba-ba6	dumu	ba-zi	PN	V
P108477	ur-{d}lamma	dumu	lu2-{d}nin-gir2-su	RN	PN
P108477	ur-nig2	dumu	da-ga	PN	PN
P108477	ur-mes	dumu	ur-nig2	PN	PN
P108477	ur-{d}ba-ba6	dumu	ug3-IL2	PN	PN
P108479	al-la	dumu	ad-da	V	PN
P108479	a-hu-a	dumu	elam	PN	GN
P108479	ur-{d}nin-gesz-zi-da	dumu	du10-ga	PN	V
P108479	da-da	dumu	ur-{d}gesz-bar-e3	PN	PN
P108479	a-hu-a	dumu	en-za-um	PN	PN
P108479	ur-{d}nansze	dumu	e2-he2-gal2	PN	PN
P108479	lugal-iri-da	dumu	elam	PN	GN
P108479	lu2-{d}nin-gir2-su	dumu	nam-ha-ni	PN	N
P108482	ka5-a	dumu	engar	N	N
P108482	engar	dumu	ur-{d}nin-su	N	PN
P108483	du-du-li2	dumu	dab5-ba-sze3	PN	V
P108483	ur-mes	dumu	ur-ma-ma	PN	PN
P108483	ur-ki-sal4-la	dumu	dab5-ba	PN	V
P108483	ur-mes	dumu	lugal-uszumgal	PN	N
P108483	ur-mes	dumu	lugal-uszumgal	PN	N
P108483	ur-mes	dumu	lu2-{d}nin-szubur-sze3	PN	PN
P108483	ka5-a-mu	dumu	he2-ti	PN	V
P108483	du-du-li2	dumu	dab5-ba-sze3	PN	V
P108483	ur-{gesz}gigir	dumu	lugal-uszur4	PN	PN
P108483	ur-ki-sal4-la	dumu	dab5-ba	PN	V
P108483	du-u2-du-li2	dumu	dab5-ba-sze3	PN	V
P108483	ur-{gesz}gigir	dumu	lugal-uszur4	PN	PN
P108483	ur-{d}ig-alim	dumu	a-tu	PN	PN
P108483	ur-ki-sal4-la	dumu	dab5-ba	PN	V
P108483	ur-mes	dumu	ur-ma-ma	PN	PN
P108483	ur-ki-sal4-la	dumu	dab5-ba-sze3	PN	V
P108487	a-kal-la	dumu	lu2-{d}nansze	PN	PN
P108487	lu2-{d}en-ki	dumu	ur-kisal	PN	PN
